name,price,authors,url,image_url,annotation,pages,year,publisher,isbn,category
"Грамматика английского языка: Теория. Практика. Учеб. пособие, 2-е изд.",636,"['Зверховская Елена Владиимровна', 'Косиченко Елена Федоровна']",https://bhv.ru/product/grammatika-anglijskogo-yazyka-teoriya-praktika-ucheb-posobie-2-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/2310_978-5-9775-3303-4.jpg,"Книга представляет собой сочетание фундаментального справочника по грамматике и учебного пособия, содержащего 84 урока, объединенных тематически. Излагаемые правила употребления грамматических явлений английского языка сопровождаются примерами и упражнениями на их отработку, а наличие комментариев предупреждает появление у русскоязычных учащихся типичных ошибок. Используемая в пособии форма подачи материала значительно упрощает работу, так как правила и упражнения расположены на страницах симметрично, для наглядности отдельные темы изложены схематически или сведены в таблицы. В конце каждой темы предлагается урок на повторение и закрепление изученного грамматического материала.
Знакомство с уроками может осуществляться как последовательно, так и выборочно, что делает возможным использование пособия как лицами, недавно приступившими к изучению английского языка, так и желающими повысить свой уровень его владения.
Универсальность пособия-справочника и наличие ключей к упражнениям позволяет эффективно использовать его как для групповых, так и для индивидуальных занятий.",304,2014-01-01,БХВ,978-5-9775-3303-4,"['Учебная литература', 'Учебная литература для вузов', 'Гуманитарные науки']"
ГИА по математике. Практическая подготовка.,114,['Андреева Анна Олеговна'],https://bhv.ru/product/gia-po-matematike-prakticheskaya-podgotovka/,https://bhv.ru/wp-content/uploads/2019/12/2312_978-5-9775-3302-7.jpg,"Пособие предназначено для целевой подготовки к сдаче экзамена по математике в формате ГИА.
В первой части приведены теоретические сведения по алгебре - формулы, правила выполнения математических действий, построения графиков функций; и геометрии - признаки равенства и подобия треугольников, формулы расчета геометрических фигур, теоремы планиметрии. Во второй части представлены блоки заданий, содержащие разобранный типовой пример и от 6 до 12 заданий для самостоятельного решения. Приводятся ответы. Также книга содержит раздел ""Проверь себя"", позволяющий самостоятельно проверить знания необходимых формул и теорем.",160,2014-01-01,БХВ,978-5-9775-3302-7,"['Учебная литература', 'Учебная литература для школ', 'Естественные науки']"
Теория вероятностей и математическая статистика. Руководство по решению задач.,297,"['Васильева Наталья Викторовна', 'Григорьев–Голубев Владимир Викторович', 'Кротов Евгений Алексеевич']",https://bhv.ru/product/teoriya-veroyatnostej-i-matematicheskaya-statistika-rukovodstvo-po-resheniyu-zadach/,https://bhv.ru/wp-content/uploads/2019/12/2281_978-5-9775-3294-5.jpg,"В книге содержится описание и примеры выполнения входящих в учебные
программы лабораторных работ по математической статистике, даются первоначальные сведения о пакете прикладных 
математических программ Mathcad и примеры выполнения лабораторных работ в среде Mathcad. Краткие сведения из 
теории по каждому разделу дисциплины позволят студентам технических и экономических вузов сэкономить время, 
а подробный разбор приведенных в книге задачсформирует правильный подход к их постановке и выбору метода решения. 
На основе излагаемого материала преподаватели математики могут формировать варианты контрольных и лабораторных работ, 
а также индивидуальных домашних заданий - типовых расчетов.",256,2013-01-01,БХВ,978-5-9775-3294-5,"['Учебная литература', 'Учебная литература для вузов', 'Естественные науки']"
ЕГЭ по биологии. Практическая подготовка. 2-е изд.,349,['Соловков Дмитрий Андреевич'],https://bhv.ru/product/ege-po-biologii-prakticheskaya-podgotovka-2-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/2313_978-5-9775-3301-0.jpg,"Рассмотрены разделы школьного курса биологии, необходимые для подготовки абитуриентов к сдаче ЕГЭ по этому предмету: ботаника, зоология, анатомия и общая биология. Материал систематизирован по разделам и темам: сначала компактно излагаются теоретические знания, далее для закрепления материала предлагаются тесты по отдельным темам и по всему пройденному разделу, и как завершение - итоговые тесты в формате ЕГЭ по всему курсу, составленные на основе анализа вопросов ЕГЭ из открытого банка заданий с дополнениями заданий ЕГЭ-2013. В пособии делается акцент на анатомию человека и общую биологию, вопросы по которым составляют основную часть заданий ЕГЭ.",560,2014-01-01,БХВ,978-5-9775-3301-0,"['Учебная литература', 'Учебная литература для школ', 'Естественные науки']"
Visual Basic в задачах и примерах 2-е изд.,163,['Сафронов Игорь Константинович'],https://bhv.ru/product/visual-basic-v-zadachah-i-primerah-2-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/1924_978-5-9775-0622-9.jpg,"Основу содержания книги составляют разработанные автором задачи и примеры, ярко демонстрирующие возможности языка. 
В занимательной и доступной форме описывается история языков семейства Basic, реализация различных видов алгоритмов средствами Visual Basic, работа с подпрограммами и файлами, мультимедийные возможности языка, написание простых игр. Большое внимание уделено интерфейсу VB. Каждая из рассматриваемых тем предваряется коротким теоретическим вступлением, поясняющим приведенные примеры и задачи. Приведены справочник по языку и решения избранных задач. Во втором издании добавлен раздел задач, направленных на подготовку к ЕГЭ, и практически треть задач заменена на новые. 
Может использоваться в качестве задачника учащимися 
8-11 классов, студентами первых курсов и преподавателями школ и вузов.
На сайте издательства размещены листинги программ, приводимых в книге в качестве примеров.",400,2013-01-01,БХВ,978-5-9775-0622-9,"['Учебная литература', 'Учебная литература для школ', 'Информатика и вычислительная техника']"
Цифровая обработка сигналов и MATLAB,549,"['Клионский Дмитрий Михайлович', 'Меркучева Татьяна Валентиновна', 'Перов Сегрей Николаевич', 'Солонина Алла Ивановна']",https://bhv.ru/product/tsifrovaya-obrabotka-signalov-i-matlab/,https://bhv.ru/wp-content/uploads/2019/12/2269_978-5-9775-0919-0.jpg,"Описываются базовые методы и алгоритмы цифровой обработки сигналов и средств их компьютерного моделирования в системе MATLAB. Даны основы алгоритмического языка MATLAB. Рассматриваются дискретные сигналы, линейные дискретные системы, дискретное преобразование Фурье с использованием алгоритмов БПФ, синтез и анализ КИХ- и БИХ-фильтров, в том числе с фиксированной точкой, спектральный анализ сигналов, многоскоростная обработка сигналов и адаптивная цифровая фильтрация. Технология обучения в процессе компьютерного моделирования на основе созданных авторами программ или графического интерфейса пользователя MATLAB расширяет теоретические знания и позволяет понять многие важные проблемы и аспекты практического применения методов и алгоритмов ЦОС. На прилагаемом CD хранятся обучающие программы и таблицы исходных данных.",512,2013-01-01,БХВ,978-5-9775-0919-0,"['Учебная литература', 'Учебная литература для вузов', 'Информатика и вычислительная техника']"
Методы повышения энергетической и спектральной эффективности  цифровой радиосвязи,349,"['Варгаузин Виктор Анатольевич', 'Цикин Игорь Анатольевич']",https://bhv.ru/product/metody-povysheniya-energeticheskoj-i-spektralnoj-effektivnosti-tsifrovoj-radiosvyazi/,https://bhv.ru/wp-content/uploads/2019/12/2240_978-5-9775-0878-0.jpg,"В систематизированном виде излагаются вопросы, связанные с энергетическими затратами и полосой занимаемых частот, необходимых для передачи сообщений в современных системах цифровой радиосвязи: анализ основных информационных характеристик систем цифровой радиосвязи и получение на их основе предельных значений показателей энергетической и спектральной эффективности; основные методы модуляции, обеспечивающие достижение высоких показателей раздельно энергетической или спектральной эффективности; методы достижения компромисса между энергетической и спектральной эффективностью; турбокодирование и применение составных кодов. Достижение наивысших показателей эффективности иллюстрируется на примере современных сигнально-кодовых конструкций. Для более глубокого изучения материала изложены специальные вопросы помехоустойчивого кодирования.",352,2013-01-01,БХВ,978-5-9775-0878-0,"['Учебная литература', 'Учебная литература для вузов', 'Технические науки, промышленность']"
Экономика и финансовое обеспечение инновационной  деятельности. Практикум.,227,"['Кошелева Александра Николаевна', 'Туккель Иосиф Львович', 'Яшин Сергей Николаевич']",https://bhv.ru/product/ekonomika-i-finansovoe-obespechenie-innovatsionnoj-deyatelnosti-praktikum/,https://bhv.ru/wp-content/uploads/2019/12/2263_978-5-9775-0911-4.jpg,"В практикуме разобраны методы решения задач оценки эффективности инновационных проектов, составления полного финансового плана и оптимального портфеля проектов, а также оценки эффективности использования источников их финансирования, теоретическое описание которых в полном объеме дано в книге ""Экономика и финансовое обеспечение инновационной деятельности"". Кроме того, в пособии представлены задачи для самостоятельной работы с ответами к ним.
Учебное пособие предназначено для студентов, проходящих обучение по направлению подготовки бакалавров ""Инноватика"" и специальности ""Управление инновациями"". Может быть использовано для специальностей ""Экономика и управление на предприятии"" и ""Финансы, денежное обращение и кредит"", а также студентами, аспирантами, преподавателями, бизнесменами и широким кругом читателей.",208,2013-01-01,БХВ,978-5-9775-0911-4,['Учебная литература']
Методы и инструменты управления инновационным развитием  промышленных предприятий,235,"['Богомолов Виктор', 'Туккель Иосиф Львович']",https://bhv.ru/product/metody-i-instrumenty-upravleniya-innovatsionnym-razvitiem-promyshlennyh-predpriyatij/,https://bhv.ru/wp-content/uploads/2019/12/2250_978-5-9775-0896-4.jpg,"Изложены общие концепции и теории инновационного развития, различные стратегии инновационного развития и востребованные формы организации инновационной деятельности. Описан комплекс методов и инструментов управления организационными проектами, включая принятые стандарты управления проектами, методы отбора и экспертизы, основные инструментальные средства управления инновационными проектами. Рассматриваются теоретические и практические вопросы инновационного развития хозяйствующих субъектов. Приведены примеры описания реализации инновационных проектов на промышленных предприятиях на основе опыта авторов. Анализируются особенности применения специализированных программных средств для управления инновационными проектами: Microsoft Project Server, Primavera Project Planner, Project Expert, BPWin, IThink, TechOptimizer, Open Plan, Spider Project, МОТИВ, Мегаплан. Даны соответствующие рекомендации по их использованию.",208,2013-01-01,БХВ,978-5-9775-0896-4,['Скидка 50%']
Азы информатики. Пишем на компьютере. Книга для учителя,95,['Дуванов Александр Александрович'],https://bhv.ru/product/azy-informatiki-pishem-na-kompyutere-kniga-dlya-uchitelya/,https://bhv.ru/wp-content/uploads/2019/12/611_5-94157-450-9.jpg,"В книге содержатся дополнительные материалы по темам, методические рекомендации и комментарии, помогающие учителю организовать процесс знакомства учащихся с текстовыми редакторами и процессорами интересно и эффективно. Последовательно описаны занятия, начиная с управления курсором и до создания макрокоманд. Рассмотрены приемы вырезания и склейки строк, форматирования текста, вставки символов и рисунков, работа со шрифтами, списками и таблицами. Даются понятие стиля и основы композиции и дизайна различных видов документов и изданий. Приводятся необходимые материалы для организации практических занятий и зачетов и ответы на задания из книг для ученика. 
Рассматриваемые в книге материалы позволяют не только заложить навыки работы на компьютере с любыми текстами, но и успешно применить эти знания и умения в дальнейшей учебной и профессиональной деятельности.",208,2004-01-01,БХВ,5-94157-450-9,"['Учебная литература', 'Учебная литература для школ', 'Информатика и вычислительная техника']"
Азы программирования. Книга для ученика. Задачник,70,['Дуванов Александр Александрович'],https://bhv.ru/product/azy-programmirovaniya-kniga-dlya-uchenika-zadachnik/,https://bhv.ru/wp-content/uploads/2019/12/943_5-94157-288-3.jpg,"В книге собраны задачи, которые предлагались на сетевых турнирах курса ""Азы программирования"" Роботландского университета. Представлены задачи различной тематики: поиск и сортировка, нахождение экстремума, разнообразные подсчёты, логические и геометрические задачи; традиционный наибольший общий делитель и Ханойская башня; нетрадиционные для школьников рекурсивные определения Бэкуса-Наура, запись выражения по-польски, стековые вычисления, синтаксический анализ и построение трансляторов. Задачи ориентированы на программирование в среде исполнителей Кукарача и Корректор, подробное описание которых содержит книга ""Азы программирования. Книга для ученика"".",160,2005-01-01,БХВ,5-94157-288-3,"['Учебная литература', 'Учебная литература для школ', 'Информатика и вычислительная техника']"
1700 заданий по Microsoft  Excel,148,['Златопольский Дмитрий Михайлович'],https://bhv.ru/product/1700-zadanij-po-microsoft-excel/,https://bhv.ru/wp-content/uploads/2019/12/452_5-94157-274-3.jpg,"В книге приведены формулировки задач, предназначенных для решения в электронных таблицах MS Excel и включающих как общие задания по работе в программе, так и вопросы, для успешного ответа на которые у учащихся предполагается наличие более глубоких знаний. Вспомогательные рисунки, таблицы, примеры диаграмм и графиков способствуют четкому восприятию материала и пониманию вида выходной информации. Разнообразные задания сочетают работу с данными, использование одной или нескольких функций, обработку числовой и нечисловой информации, построение диаграмм и делают процесс обучения и последующей проверки знаний увлекательным и полезным. Задания сборника могут быть использованы учителем при объяснении нового материала, для организации самостоятельной работы учащихся и для проведения контрольных мероприятий, а также на олимпиадах различного уровня по информационным технологиям.",544,2003-01-01,БХВ,5-94157-274-3,"['Учебная литература', 'Учебная литература для школ', 'Информатика и вычислительная техника']"
Технологии обработки текстовой информации. Технологии обработки графической и мультимедийной информации,287,"['Листрова Людмила Викторовна', 'Могилев Александр Владимирович']",https://bhv.ru/product/tehnologii-obrabotki-tekstovoj-informatsii-tehnologii-obrabotki-graficheskoj-i-multimedijnoj-informatsii/,https://bhv.ru/wp-content/uploads/2019/12/1734_978-5-9775-0468-3.jpg,"Книга является частью комплекта учебников по курсу информатики и информационно-коммуникационных технологий (ИКТ) в старших классах общеобразовательной школы на профильном уровне. Она охватывает 7-й и 8-й модули курса и является продолжением пособий ""Информация и информационные процессы. Социальная информатика"", ""Средства информатизации. Телекоммуникационные технологии"", ""Методы программирования. Компьютерные вычисления"". В книге рассмотрены: принципы и технологии автоматизированной обработки текстовой информации, текстовые редакторы и их возможности, издательские технологии и терминология, гипертекстовое представление информации. Описаны системы автоматического анализа и синтеза текста (лингвистические, распознавания речи и др.), системы автоматизированного перевода. Раскрыты понятия мультимедиа и медиакультуры, компьютерной графики и дизайна, описана работа с графической, звуковой и видеоинформацией, рассмотрены  мультимедийные презентационные технологии.
По каждой рассматриваемой теме предлагаются контрольные вопросы, темы для рефератов и докладов,  вопросы для обсуждения, задачи и упражнения, лабораторные работы.",304,2010-01-01,БХВ,978-5-9775-0468-3,"['Учебная литература', 'Учебная литература для школ', 'Информатика и вычислительная техника']"
ЕГЭ по биологии. Практическая подготовка.,297,['Соловков Дмитрий Андреевич'],https://bhv.ru/product/ege-po-biologii-prakticheskaya-podgotovka/,https://bhv.ru/wp-content/uploads/2019/12/2231_978-5-9775-0904-6.jpg,"Рассмотрены разделы школьного курса биологии, необходимые для подготовки абитуриентов к сдаче ЕГЭ по этому предмету: ботаника, зоология, анатомия и общая биология. Материал систематизирован по разделам и темам: сначала компактно излагаются теоретические знания, далее для закрепления материала  предлагаются тесты по отдельным темам и по всему пройденному разделу, и как завершение - итоговые тесты в формате ЕГЭ по всему курсу, составленные на основе анализа вопросов ЕГЭ из открытого банка заданий. В пособии делается акцент на анатомию человека и общую биологию, вопросы по которым составляют основную часть заданий ЕГЭ.",544,2013-01-01,БХВ,978-5-9775-0904-6,"['Учебная литература', 'Учебная литература для школ', 'Естественные науки']"
Электрическая часть электростанций и подстанций: Справочные материалы для курсового и дипломного проектирования,549,"['Крючков Иван Петрович', 'Неклепаев Борис Николаевмч']",https://bhv.ru/product/elektricheskaya-chast-elektrostantsij-i-podstantsij-spravochnye-materialy-dlya-kursovogo-i-diplomnogo-proektirovaniya/,https://bhv.ru/wp-content/uploads/2019/12/2100_978-5-9775-0833-9.jpg,"Приведены основные данные о параметрах и характеристиках электрических машин, силовых трансформаторов, электрических аппаратов и проводников, а также материалы для разработки главных схем, схем собственных нужд и конструкций распределительных устройств электростанций и подстанций.",608,2012-01-01,БХВ,978-5-9775-0833-9,"['Учебная литература', 'Учебная литература для вузов', 'Технические науки, промышленность']"
Инженерная и компьютерная графика,200,"['Большаков Владимир Павлович', 'Тозик Вячеслав Трофимович', 'Чагина Анна Владимировна']",https://bhv.ru/product/inzhenernaya-i-kompyuternaya-grafika/,https://bhv.ru/wp-content/uploads/2019/12/2216_978-5-9775-0422-5.jpg,"Учебное пособие по структуре соответствует основным разделам курса ""Инженерная и компьютерная графика"" и рассматривает: основные положения начертательной геометрии, формирующие навыки пространственного представления геометрических объектов; элементы инженерной графики, изучающей правила разработки и чтения технической документации; элементы компьютерной графики, знакомящей с общими принципами создания твердотельных моделей и чертежей. При изучении компьютерных технологий в инженерной графике используется уникальная методика с современным подходом к автоматизированному проектированию изделий, когда конструкторская документация создается на основе трехмерного моделирования этих изделий.
Приводятся примеры выполнения чертежей с комментариями и оригинальные тесты.",288,2012-01-01,БХВ,978-5-9775-0422-5,"['Учебная литература', 'Учебная литература для вузов', 'Информатика и вычислительная техника']"
"Английский язык для технических вузов, 3-е изд.",349,['Курашвили Екатерина Ивановна'],https://bhv.ru/product/anglijskij-yazyk-dlya-tehnicheskih-vuzov-3-e-izd/,https://bhv.ru/wp-content/uploads/2019/12/2029_978-5-9775-0713-4.jpg,"Учебник предназначен для студентов 1-3 семестров, начинающих изучение английского языка в техническом вузе, и обладает четко выраженной профессиональной ориентированностью. Его использование позволяет значительно интенсифицировать процесс обучения английскому языку. Учебник имеет стройную систему построения из 45 уроков вводно-фонетического и основного курсов, а также специального курса, подготавливающего студентов к чтению научно-технической литературы и  к устному общению на английском языке. Каждый урок предполагает выполнение студентами традиционных и программированных упражнений, групповую, индивидуальную работу и работу в парах, самостоятельную работу с проверкой по ключу, а также использование технических средств обучения. Третье издание переработано и дополнено с учетом современного общественно-политического положения.",400,2012-01-01,БХВ,978-5-9775-0713-4,"['Учебная литература', 'Учебная литература для вузов', 'Гуманитарные науки']"
Бейсик для школьников. Подготовка к ЕГЭ,100,['Кашаев Сергей Михайлович'],https://bhv.ru/product/bejsik-dlya-shkolnikov-podgotovka-k-ege/,https://bhv.ru/wp-content/uploads/2019/12/2170_978-5-9775-0870-4.jpg,"Книга включает все темы, выносимые на Единый государственный экзамен по информатике, касающиеся  программирования, на примере языка программирования Бейсик: синтаксис языка, основные операторы, алгоритмические структуры, одномерные и двумерные массивы, строки и записи, подпрограммы и функции, математические вычисления. В каждой главе приводятся необходимые теоретические сведения  и типовые задания с подробными пояснениями; по темам, которые есть 
в заданиях ЕГЭ, разобраны задания прошлых лет. Значительная  часть  книги посвящена обучению разработке алгоритмов и реализации их в виде программ.
Книга предназначена для подготовки к сдаче ЕГЭ, а также для использования 
в учебном процессе учащимися и преподавателями школ, колледжей и техникумов.
На сайте издательства приведены примеры программ из книги.",272,2012-01-01,БХВ,978-5-9775-0870-4,"['Учебная литература', 'Учебная литература для школ', 'Информатика и вычислительная техника']"
Физиология растений: учебник,1319,['Медведев Сергей Семенович'],https://bhv.ru/product/fiziologiya-rastenij-uchebnik/,https://bhv.ru/wp-content/uploads/2019/12/2033_978-5-9775-0716-5.jpg,"В основу учебника положен общий курс лекций  ""Физиология и биохимия растений"", читаемый автором для студентов биолого-почвенного факультета Санкт-Петербургского государственного университета. Описаны общие закономерности и конкретные механизмы, лежащие в основе жизнедеятельности растений. Рассмотрены основные функции растительного организма, его энергетика (процессы фотосинтеза и дыхания); водный режим и минеральное питание; мембранный и дальний транспорт веществ; процессы роста, развития и размножения; раздражимость и проведение сигналов в клетке и тканях; механизмы устойчивости и адаптации к неблагоприятным факторам. Описаны закономерности протекания физиологических процессов в онтогенезе растительного организма и принципы его взаимодействия с окружающей средой. 

Из рецензии Нижегородского государственного университета :

",512,2012-01-01,БХВ,978-5-9775-0716-5,"['Учебная литература', 'Учебная литература для вузов', 'Естественные науки']"
Информатика.Теоретические основы. Учебное пособие для подготовки к ЕГЭ.,178,"['Нурмухамедов Геннадий Михайлович', 'Соловьева Людмила Федоровна']",https://bhv.ru/product/informatika-teoreticheskie-osnovy-uchebnoe-posobie-dlya-podgotovki-k-ege/,https://bhv.ru/wp-content/uploads/2019/12/2211_978-5-9775-0871-1.jpg,"	Книга предназначена для углубленной подготовки учащихся 11 клас сов и выпускников общеобразовательных школ по теоретической информатике и включает следующие разделы: информатика и информация, устройство ЭВМ, двоичная арифметика, бинарная логика, информационные системы, информационные модели, основы теории алгоритмов, программный способ записи алгоритмов.
	Представленные материалы также могут быть полезны студентам средних специальных учебных заведений и младших курсов профиль ных вузов. Книга сопровождается авторским компакт-ди ском, содержащим электронную версию книги с элементами интер активного обучения.",208,2015-01-01,БХВ,978-5-9775-0871-1,"['Учебная литература', 'Учебная литература для школ', 'Информатика и вычислительная техника']"
Оценка надежности систем с учетом ЗИП,520,['Черкесов Геннадий Николаевич'],https://bhv.ru/product/otsenka-nadezhnosti-sistem-s-uchetom-zip/,https://bhv.ru/wp-content/uploads/2019/12/1928_978-5-9775-0634-2.jpg,"Излагаются основы теории надежности систем, в которых восстановление 
работоспособности осуществляется с помощью замены отказавших элементов на запасные из комплектов ЗИП. Наряду с приближенной методикой, использующей известные результаты для ремонтируемых систем, рассматриваются методы точного расчета надежности путем прямого включения запасных элементов в модель как ресурса обеспечения надежности. Материал иллюстрирован многочисленными примерами учебного характера и фрагментами реальных проектов.
Прилагаемый CD содержит практические и учебные примеры к соответствующим главам книги, демонстрационную версию программы ""Интеллект-ЗИП"" и сведения о ней.",480,2012-01-01,БХВ,978-5-9775-0634-2,"['Учебная литература', 'Учебная литература для вузов', 'Технические науки, промышленность']"
Анализ эффективности инновационной деятельности,246,"['Кошелев Егор Викторович', 'Макаров Сергей Александрович', 'Яшин Сергей Николаевич']",https://bhv.ru/product/analiz-effektivnosti-innovatsionnoj-deyatelnosti/,https://bhv.ru/wp-content/uploads/2019/12/2173_978-5-9775-0844-5.jpg,"Изложены методологические основы инновационного развития предприятий. Исследованы ключевые вопросы оценки эффективности инноваций, имеющие свои особенности по сравнению с методами оценки эффективности инвестиционных проектов. Разработана методика оценки влияния инноваций на эффективность хозяйственной деятель-
ности предприятия. Изучены основные традиционные рыночные источники финансирования инноваций на предприятиях.
Предназначено для студентов, проходящих обучение по направлению подготовки ""Инноватика"" и специальности ""Управление инновациями"". Может быть использовано для специальностей ""Экономика и управление на предприятии"" и ""Финансы, денежное обращение и кредит"", а также студентами, аспирантами, преподавателями, бизнесменами и широким кругом читателей.",288,2012-01-01,БХВ,978-5-9775-0844-5,['Скидка 50%']
ЕГЭ по математике. Практическая подготовка,127,['Андреева Анна Олеговна'],https://bhv.ru/product/ege-po-matematike-prakticheskaya-podgotovka/,https://bhv.ru/wp-content/uploads/2019/12/2150_978-5-9775-0813-1.jpg,"Пособие предназначено для целевой подготовки к сдаче экзамена по математике в формате ЕГЭ.
Первая часть содержит краткую теорию в виде формул, таблиц, теорем по необходимым на экзамене темам: формулы сокращенного умножения, преобразование степеней и корней, квадратное уравнение, парабола, логарифмы, табличные значения тригонометрических функций, тригонометрические формулы, обратные тригонометрические функции, площади фигур, объемы и площади поверхностей фигур, необходимые теоремы геометрии, правила дифференцирования производных, производные элементарных функций, уравнение касательной функции. Во второй части даны блоки заданий от В1 до С3, содержащие разобранный типовой пример и от 5-и до 15-и заданий для самостоятельного решения. Приводятся ответы.",256,2012-01-01,БХВ,978-5-9775-0813-1,"['Учебная литература', 'Учебная литература для школ', 'Естественные науки']"
